Latitude,Longitude,B2_Blue,B3_Green,B4_Red,B8_NIR,B11_SWIR1,B12_SWIR2,NDVI,NDMI,SOC
12.874540118847362,79.76170568373591,0.1357993817425389,0.1866862517340079,0.2800669809868489,0.4307742864633445,0.3308612643068112,0.2131715177782404,0.2120126002491199,0.1311821934460682,0.8453325409258795
13.450714306409916,79.746978799072,0.1708148493949979,0.1010295451789299,0.2718207511032819,0.4165192336809911,0.2160065139531873,0.2161061089368351,0.2102136818669018,0.3170032531921062,1.0557318018488286
13.231993941811403,80.40625458052104,0.1640241394685238,0.2270310214038667,0.1239385496658394,0.361653869376001,0.2484659622907478,0.3173552685061329,0.4895367192494806,0.1855175019898011,1.231812210202871
13.098658484197037,79.7495461998495,0.073084985704066,0.1803609230324634,0.33064310122645,0.5125433345355208,0.3547358692958501,0.2876493283830647,0.2157295535057928,0.1819569344480141,0.9397529706181952
12.656018640442436,79.77194972612863,0.0723874204612211,0.0982966990402517,0.2421180505392048,0.4668184561780201,0.3057371707357639,0.3422747450574578,0.3169542032463592,0.2085044491692409,0.8661013987670741
12.655994520336202,80.25939826241796,0.090226155161737,0.2432208503466172,0.190931380283921,0.6029953473134013,0.3855938123574089,0.3649287507218356,0.5190201472074362,0.2199109031585828,1.4155499609691464
12.5580836121682,79.94973984245054,0.1041612089511555,0.1633057834003577,0.2891346458738266,0.3112383531687204,0.2857502816682709,0.2699060379808785,0.0368166245486454,0.0426943998815137,0.5741128464282389
13.366176145774936,80.27671055695518,0.1112683372112724,0.0831217213368979,0.1643413646004085,0.5253537746442942,0.3739624731627846,0.3073538047852363,0.5234376603541628,0.1683404495923063,1.298354989426811
13.10111501174321,79.56536615756438,0.1519545825250018,0.1828299227947121,0.2733774592615801,0.5670321074790464,0.2897910874956475,0.2901253930031557,0.3494184976455607,0.3235685280340562,1.267431530563894
13.208072577796043,79.98757119367339,0.0585020648248753,0.1155758032623058,0.1099278018930618,0.5658202992159075,0.3958496557403971,0.3766899180156379,0.6746485806984601,0.1767452987373753,1.392757531475092
12.520584494295802,79.53361360018329,0.0552009056339099,0.2146648213379144,0.3098520094023179,0.6101258884834337,0.3919668762797754,0.3495951933241871,0.3263924924405147,0.2177034101780073,1.3131703089950042
13.469909852161994,79.56265320345535,0.1087865844415863,0.2172079732419143,0.2120427117553296,0.5551618099903229,0.2658273411112161,0.3641127874899236,0.4472328935891567,0.352421793261093,1.3883056294521274
